"","Trial","Bay","Block","Row","Range","Expt","Name","Damage_Level","Experiment_Number"
"597","Scald '17","A",2,8,34,"CAIGE","7:ZIB16",6,12
"598","Scald '17","A",2,9,34,"Control","Control",7,12
"599","Scald '17","A",2,10,34,"CAIGE","8:ZIB16",6,12
"600","Scald '17","A",2,11,34,"CAIGE","9:ZIB16",6,12
"601","Scald '17","A",2,12,34,"CAIGE","10:ZIB16",5,12
"602","Scald '17","A",2,13,34,"CAIGE","12:ZIB16",5,12
"603","Scald '17","A",2,14,34,"CAIGE","13:ZIB16",8,12
"604","Scald '17","A",2,15,34,"CAIGE","14:ZIB16",5,12
"605","Scald '17","A",2,16,34,"CAIGE","15:ZIB16",7,12
"606","Scald '17","A",2,17,34,"Control","Yagan",7,12
"607","Scald '17","A",2,18,34,"CAIGE","16:ZIB16",3,12
"608","Scald '17","A",2,19,34,"CAIGE","17:ZIB16",7,12
"609","Scald '17","A",2,20,34,"CAIGE","18:ZIB16",8,12
"610","Scald '17","A",2,21,34,"CAIGE","19:ZIB16",6,12
"611","Scald '17","A",2,22,34,"CAIGE","20:ZIB16",6,12
"612","Scald '17","A",2,23,34,"CAIGE","1:ZIC16",3,12
"613","Scald '17","A",2,24,34,"Control","Hindmarsh",2,12
"614","Scald '17","A",2,1,35,"Control","Planet",5,12
"615","Scald '17","A",2,2,35,"CAIGE","2:ZIC16",6,12
"616","Scald '17","A",2,3,35,"CAIGE","3:ZIC16",3,12
"617","Scald '17","A",2,4,35,"CAIGE","4:ZIC16",2,12
"618","Scald '17","A",2,5,35,"CAIGE","5:ZIC16",2,12
"619","Scald '17","A",2,6,35,"CAIGE","6:ZIC16",2,12
"620","Scald '17","A",2,8,35,"CAIGE","8:ZIC16",5,12
"621","Scald '17","A",2,9,35,"Control","Planet",4,12
"622","Scald '17","A",2,10,35,"CAIGE","9:ZIC16",6,12
"623","Scald '17","A",2,11,35,"CAIGE","10:ZIC16",6,12
"624","Scald '17","A",2,12,35,"CAIGE","11:ZIC16",5,12
"625","Scald '17","A",2,13,35,"CAIGE","12:ZIC16",5,12
"626","Scald '17","A",2,14,35,"CAIGE","13:ZIC16",4,12
"627","Scald '17","A",2,15,35,"CAIGE","15:ZIC16",4,12
"628","Scald '17","A",2,16,35,"CAIGE","16:ZIC16",5,12
"629","Scald '17","A",2,17,35,"Control","Compass",7,12
"630","Scald '17","A",2,18,35,"CAIGE","17:ZIC16",3,12
"631","Scald '17","A",2,19,35,"CAIGE","21:ZIC16",5,12
"632","Scald '17","A",2,20,35,"CAIGE","22:ZIC16",4,12
"633","Scald '17","A",2,21,35,"CAIGE","1:LAN16",6,12
"634","Scald '17","A",2,22,35,"CAIGE","2:LAN16",4,12
"635","Scald '17","A",2,23,35,"CAIGE","3:LAN16",3,12
"636","Scald '17","A",2,24,35,"Control","Westminster",3,12
"637","Scald '17","A",2,1,36,"Control","Gairdner",8,12
"638","Scald '17","A",2,2,36,"CAIGE","4:LAN16",6,12
"639","Scald '17","A",2,3,36,"CAIGE","5:LAN16",7,12
"640","Scald '17","A",2,6,36,"CAIGE","8:LAN16",4,12
"641","Scald '17","A",2,9,36,"Control","Yagan",8,12
"642","Scald '17","A",2,10,36,"CAIGE","11:LAN16",6,12
"643","Scald '17","A",2,11,36,"CAIGE","12:LAN16",6,12
"644","Scald '17","A",2,12,36,"CAIGE","13:LAN16",5,12
"645","Scald '17","A",2,13,36,"CAIGE","14:LAN16",5,12
"646","Scald '17","A",2,14,36,"CAIGE","15:LAN16",2,12
"647","Scald '17","A",2,15,36,"CAIGE","16:LAN16",6,12
"648","Scald '17","A",2,16,36,"CAIGE","17:LAN16",7,12
"649","Scald '17","A",2,17,36,"Control","Planet",6,12
"650","Scald '17","A",2,18,36,"CAIGE","18:LAN16",8,12
"651","Scald '17","A",2,19,36,"CAIGE","19:LAN16",4,12
"652","Scald '17","A",2,20,36,"CAIGE","20:LAN16",6,12
"653","Scald '17","A",2,21,36,"CAIGE","21:LAN16",3,12
"654","Scald '17","A",2,22,36,"CAIGE","22:LAN16",2,12
"655","Scald '17","A",2,23,36,"CAIGE","23:LAN16",2,12
"656","Scald '17","A",2,24,36,"Control","Compass",7,12
"657","Scald '17","A",2,1,37,"Control","Westminster",3,12
"658","Scald '17","A",2,2,37,"CAIGE","24:LAN16",2,12
"659","Scald '17","A",2,3,37,"CAIGE","25:LAN16",4,12
"660","Scald '17","A",2,4,37,"CAIGE","26:LAN16",8,12
"661","Scald '17","A",2,5,37,"CAIGE","27:LAN16",4,12
"662","Scald '17","A",2,6,37,"CAIGE","28:LAN16",6,12
"663","Scald '17","A",2,8,37,"CAIGE","30:LAN16",6,12
"664","Scald '17","A",2,9,37,"Control","Schooner",6,12
"665","Scald '17","A",2,10,37,"CAIGE","31:LAN16",6,12
"666","Scald '17","A",2,11,37,"CAIGE","32:LAN16",5,12
"667","Scald '17","A",2,12,37,"CAIGE","33:LAN16",7,12
"668","Scald '17","A",2,14,37,"CAIGE","35:LAN16",6,12
"669","Scald '17","A",2,15,37,"CAIGE","36:LAN16",7,12
"670","Scald '17","A",2,16,37,"CAIGE","37:LAN16",8,12
"671","Scald '17","A",2,17,37,"Control","Schooner",7,12
"672","Scald '17","A",2,18,37,"CAIGE","38:LAN16",6,12
"673","Scald '17","A",2,19,37,"CAIGE","39:LAN16",6,12
"674","Scald '17","A",2,20,37,"CAIGE","40:LAN16",8,12
"675","Scald '17","A",2,21,37,"CAIGE","41:LAN16",8,12
"676","Scald '17","A",2,22,37,"CAIGE","42:LAN16",8,12
"677","Scald '17","A",2,23,37,"CAIGE","43:LAN16",8,12
"678","Scald '17","A",2,24,37,"Control","Westminster",3,12
